t,delta,omega,delta_dev,omega_dev
5.181,0.729479,1,-0.000248776,2.36268e-06
5.182,0.72948,1,-0.000248034,2.36684e-06
5.183,0.72948,1,-0.000247289,2.37097e-06
5.184,0.729481,1,-0.000246544,2.37506e-06
5.185,0.729482,1,-0.000245797,2.37911e-06
5.186,0.729483,1,-0.000245049,2.38313e-06
5.187,0.729483,1,-0.0002443,2.38711e-06
5.188,0.729484,1,-0.000243549,2.39106e-06
5.189,0.729485,1,-0.000242797,2.39498e-06
5.19,0.729486,1,-0.000242044,2.39886e-06
5.191,0.729486,1,-0.00024129,2.40271e-06
5.192,0.729487,1,-0.000240535,2.40652e-06
5.193,0.729488,1,-0.000239778,2.41029e-06
5.194,0.729489,1,-0.00023902,2.41403e-06
5.195,0.729489,1,-0.000238261,2.41774e-06
5.196,0.72949,1,-0.000237501,2.42141e-06
5.197,0.729491,1,-0.00023674,2.42505e-06
5.198,0.729492,1,-0.000235977,2.42866e-06
5.199,0.729492,1,-0.000235214,2.43223e-06
5.2,0.729493,1,-0.000234449,2.43576e-06
5.201,0.729494,1,-0.000233683,2.43926e-06
5.202,0.729495,1,-0.000232917,2.44273e-06
5.203,0.729496,1,-0.000232149,2.44616e-06
5.204,0.729496,1,-0.00023138,2.44955e-06
5.205,0.729497,1,-0.00023061,2.45292e-06
5.206,0.729498,1,-0.000229838,2.45625e-06
5.207,0.729499,1,-0.000229066,2.45954e-06
5.208,0.729499,1,-0.000228293,2.4628e-06
5.209,0.7295,1,-0.000227519,2.46603e-06
5.21,0.729501,1,-0.000226744,2.46922e-06
5.211,0.729502,1,-0.000225967,2.47238e-06
5.212,0.729502,1,-0.00022519,2.4755e-06
5.213,0.729503,1,-0.000224412,2.47859e-06
5.214,0.729504,1,-0.000223633,2.48165e-06
5.215,0.729505,1,-0.000222853,2.48467e-06
5.216,0.729506,1,-0.000222072,2.48766e-06
5.217,0.729506,1,-0.00022129,2.49061e-06
5.218,0.729507,1,-0.000220507,2.49353e-06
5.219,0.729508,1,-0.000219723,2.49641e-06
5.22,0.729509,1,-0.000218938,2.49927e-06
5.221,0.729509,1,-0.000218153,2.50209e-06
5.222,0.72951,1,-0.000217366,2.50487e-06
5.223,0.729511,1,-0.000216579,2.50762e-06
5.224,0.729512,1,-0.000215791,2.51034e-06
5.225,0.729513,1,-0.000215002,2.51302e-06
5.226,0.729513,1,-0.000214212,2.51567e-06
5.227,0.729514,1,-0.000213421,2.51829e-06
5.228,0.729515,1,-0.000212629,2.52087e-06
5.229,0.729516,1,-0.000211837,2.52342e-06
5.23,0.729517,1,-0.000211044,2.52594e-06
5.231,0.729517,1,-0.00021025,2.52842e-06
5.232,0.729518,1,-0.000209455,2.53087e-06
5.233,0.729519,1,-0.00020866,2.53329e-06
5.234,0.72952,1,-0.000207863,2.53567e-06
5.235,0.729521,1,-0.000207066,2.53802e-06
5.236,0.729521,1,-0.000206269,2.54034e-06
5.237,0.729522,1,-0.00020547,2.54262e-06
5.238,0.729523,1,-0.000204671,2.54487e-06
5.239,0.729524,1,-0.000203871,2.54709e-06
5.24,0.729525,1,-0.000203071,2.54927e-06
5.241,0.729525,1,-0.00020227,2.55142e-06
5.242,0.729526,1,-0.000201468,2.55354e-06
5.243,0.729527,1,-0.000200665,2.55563e-06
5.244,0.729528,1,-0.000199862,2.55768e-06
5.245,0.729529,1,-0.000199058,2.5597e-06
5.246,0.729529,1,-0.000198254,2.56169e-06
5.247,0.72953,1,-0.000197449,2.56364e-06
5.248,0.729531,1,-0.000196643,2.56556e-06
5.249,0.729532,1,-0.000195837,2.56745e-06
5.25,0.729533,1,-0.00019503,2.56931e-06
5.251,0.729533,1,-0.000194222,2.57113e-06
5.252,0.729534,1,-0.000193414,2.57292e-06
5.253,0.729535,1,-0.000192606,2.57468e-06
5.254,0.729536,1,-0.000191797,2.5764e-06
5.255,0.729537,1,-0.000190987,2.5781e-06
5.256,0.729537,1,-0.000190177,2.57976e-06
5.257,0.729538,1,-0.000189366,2.58139e-06
5.258,0.729539,1,-0.000188555,2.58299e-06
5.259,0.72954,1,-0.000187743,2.58455e-06
5.26,0.729541,1,-0.000186931,2.58608e-06
5.261,0.729542,1,-0.000186118,2.58758e-06
5.262,0.729542,1,-0.000185305,2.58905e-06
5.263,0.729543,1,-0.000184491,2.59049e-06
5.264,0.729544,1,-0.000183677,2.59189e-06
5.265,0.729545,1,-0.000182863,2.59326e-06
5.266,0.729546,1,-0.000182048,2.59461e-06
5.267,0.729546,1,-0.000181233,2.59591e-06
5.268,0.729547,1,-0.000180417,2.59719e-06
5.269,0.729548,1,-0.000179601,2.59844e-06
5.27,0.729549,1,-0.000178784,2.59965e-06
5.271,0.72955,1,-0.000177967,2.60083e-06
5.272,0.729551,1,-0.00017715,2.60198e-06
5.273,0.729551,1,-0.000176332,2.6031e-06
5.274,0.729552,1,-0.000175515,2.60419e-06
5.275,0.729553,1,-0.000174696,2.60525e-06
5.276,0.729554,1,-0.000173878,2.60627e-06
5.277,0.729555,1,-0.000173059,2.60726e-06
5.278,0.729555,1,-0.000172239,2.60823e-06
5.279,0.729556,1,-0.00017142,2.60916e-06
5.28,0.729557,1,-0.0001706,2.61006e-06
5.281,0.729558,1,-0.00016978,2.61092e-06
5.282,0.729559,1,-0.00016896,2.61176e-06
5.283,0.72956,1,-0.000168139,2.61257e-06
5.284,0.72956,1,-0.000167318,2.61334e-06
5.285,0.729561,1,-0.000166497,2.61409e-06
5.286,0.729562,1,-0.000165676,2.6148e-06
5.287,0.729563,1,-0.000164854,2.61549e-06
5.288,0.729564,1,-0.000164032,2.61614e-06
5.289,0.729564,1,-0.00016321,2.61676e-06
5.29,0.729565,1,-0.000162388,2.61735e-06
5.291,0.729566,1,-0.000161566,2.61791e-06
5.292,0.729567,1,-0.000160743,2.61844e-06
5.293,0.729568,1,-0.00015992,2.61894e-06
5.294,0.729569,1,-0.000159098,2.61941e-06
5.295,0.729569,1,-0.000158275,2.61985e-06
5.296,0.72957,1,-0.000157452,2.62026e-06
5.297,0.729571,1,-0.000156628,2.62063e-06
5.298,0.729572,1,-0.000155805,2.62098e-06
5.299,0.729573,1,-0.000154981,2.6213e-06
5.3,0.729573,1,-0.000154158,2.62159e-06
5.301,0.729574,1,-0.000153334,2.62185e-06
5.302,0.729575,1,-0.000152511,2.62207e-06
5.303,0.729576,1,-0.000151687,2.62227e-06
5.304,0.729577,1,-0.000150863,2.62244e-06
5.305,0.729578,1,-0.000150039,2.62258e-06
5.306,0.729578,1,-0.000149215,2.62269e-06
5.307,0.729579,1,-0.000148391,2.62277e-06
5.308,0.72958,1,-0.000147567,2.62281e-06
5.309,0.729581,1,-0.000146743,2.62283e-06
5.31,0.729582,1,-0.000145919,2.62282e-06
5.311,0.729583,1,-0.000145095,2.62279e-06
5.312,0.729583,1,-0.000144271,2.62272e-06
5.313,0.729584,1,-0.000143447,2.62262e-06
5.314,0.729585,1,-0.000142623,2.62249e-06
5.315,0.729586,1,-0.0001418,2.62234e-06
5.316,0.729587,1,-0.000140976,2.62215e-06
5.317,0.729587,1,-0.000140152,2.62193e-06
5.318,0.729588,1,-0.000139328,2.62169e-06
5.319,0.729589,1,-0.000138505,2.62142e-06
5.32,0.72959,1,-0.000137681,2.62112e-06
5.321,0.729591,1,-0.000136858,2.62079e-06
5.322,0.729592,1,-0.000136035,2.62043e-06
5.323,0.729592,1,-0.000135211,2.62004e-06
5.324,0.729593,1,-0.000134388,2.61962e-06
5.325,0.729594,1,-0.000133566,2.61918e-06
5.326,0.729595,1,-0.000132743,2.61871e-06
5.327,0.729596,1,-0.00013192,2.6182e-06
5.328,0.729597,1,-0.000131098,2.61767e-06
5.329,0.729597,1,-0.000130275,2.61711e-06
5.33,0.729598,1,-0.000129453,2.61653e-06
5.331,0.729599,1,-0.000128631,2.61591e-06
5.332,0.7296,1,-0.00012781,2.61527e-06
5.333,0.729601,1,-0.000126988,2.6146e-06
5.334,0.729601,1,-0.000126167,2.6139e-06
5.335,0.729602,1,-0.000125346,2.61317e-06
5.336,0.729603,1,-0.000124525,2.61242e-06
5.337,0.729604,1,-0.000123704,2.61163e-06
5.338,0.729605,1,-0.000122884,2.61082e-06
5.339,0.729606,1,-0.000122064,2.60998e-06
5.34,0.729606,1,-0.000121244,2.60912e-06
5.341,0.729607,1,-0.000120425,2.60822e-06
5.342,0.729608,1,-0.000119605,2.6073e-06
5.343,0.729609,1,-0.000118786,2.60635e-06
5.344,0.72961,1,-0.000117968,2.60538e-06
5.345,0.729611,1,-0.000117149,2.60437e-06
5.346,0.729611,1,-0.000116331,2.60334e-06
5.347,0.729612,1,-0.000115514,2.60228e-06
5.348,0.729613,1,-0.000114696,2.6012e-06
5.349,0.729614,1,-0.000113879,2.60009e-06
5.35,0.729615,1,-0.000113063,2.59895e-06
5.351,0.729615,1,-0.000112246,2.59778e-06
5.352,0.729616,1,-0.00011143,2.59659e-06
5.353,0.729617,1,-0.000110615,2.59537e-06
5.354,0.729618,1,-0.0001098,2.59412e-06
5.355,0.729619,1,-0.000108985,2.59285e-06
5.356,0.729619,1,-0.000108171,2.59155e-06
5.357,0.72962,1,-0.000107357,2.59023e-06
5.358,0.729621,1,-0.000106543,2.58887e-06
5.359,0.729622,1,-0.00010573,2.5875e-06
5.36,0.729623,1,-0.000104917,2.58609e-06
5.361,0.729624,1,-0.000104105,2.58466e-06
5.362,0.729624,1,-0.000103293,2.5832e-06
5.363,0.729625,1,-0.000102482,2.58172e-06
5.364,0.729626,1,-0.000101671,2.58021e-06
5.365,0.729627,1,-0.000100861,2.57867e-06
5.366,0.729628,1,-0.000100051,2.57711e-06
5.367,0.729628,1,-9.92416e-05,2.57552e-06
5.368,0.729629,1,-9.84327e-05,2.57391e-06
5.369,0.72963,1,-9.76243e-05,2.57227e-06
5.37,0.729631,1,-9.68165e-05,2.57061e-06
5.371,0.729632,1,-9.60092e-05,2.56892e-06
5.372,0.729632,1,-9.52024e-05,2.5672e-06
5.373,0.729633,1,-9.43962e-05,2.56546e-06
5.374,0.729634,1,-9.35905e-05,2.5637e-06
5.375,0.729635,1,-9.27853e-05,2.56191e-06
5.376,0.729636,1,-9.19808e-05,2.56009e-06
5.377,0.729636,1,-9.11768e-05,2.55825e-06
5.378,0.729637,1,-9.03734e-05,2.55638e-06
5.379,0.729638,1,-8.95706e-05,2.55449e-06
5.38,0.729639,1,-8.87684e-05,2.55257e-06
5.381,0.72964,1,-8.79667e-05,2.55063e-06
5.382,0.72964,1,-8.71658e-05,2.54867e-06
5.383,0.729641,1,-8.63654e-05,2.54667e-06
5.384,0.729642,1,-8.55656e-05,2.54466e-06
5.385,0.729643,1,-8.47665e-05,2.54262e-06
5.386,0.729644,1,-8.39681e-05,2.54055e-06
5.387,0.729644,1,-8.31702e-05,2.53847e-06
5.388,0.729645,1,-8.23731e-05,2.53635e-06
5.389,0.729646,1,-8.15766e-05,2.53422e-06
5.39,0.729647,1,-8.07808e-05,2.53205e-06
5.391,0.729648,1,-7.99857e-05,2.52987e-06
5.392,0.729648,1,-7.91912e-05,2.52766e-06
5.393,0.729649,1,-7.83975e-05,2.52542e-06
5.394,0.72965,1,-7.76045e-05,2.52317e-06
5.395,0.729651,1,-7.68122e-05,2.52089e-06
5.396,0.729652,1,-7.60206e-05,2.51858e-06
5.397,0.729652,1,-7.52297e-05,2.51625e-06
5.398,0.729653,1,-7.44396e-05,2.5139e-06
5.399,0.729654,1,-7.36502e-05,2.51152e-06
5.4,0.729655,1,-7.28615e-05,2.50912e-06
5.401,0.729656,1,-7.20736e-05,2.5067e-06
5.402,0.729656,1,-7.12865e-05,2.50425e-06
5.403,0.729657,1,-7.05002e-05,2.50178e-06
5.404,0.729658,1,-6.97146e-05,2.49929e-06
5.405,0.729659,1,-6.89298e-05,2.49678e-06
5.406,0.72966,1,-6.81458e-05,2.49424e-06
5.407,0.72966,1,-6.73626e-05,2.49168e-06
5.408,0.729661,1,-6.65803e-05,2.48909e-06
5.409,0.729662,1,-6.57987e-05,2.48648e-06
5.41,0.729663,1,-6.5018e-05,2.48385e-06
5.411,0.729663,1,-6.42381e-05,2.4812e-06
5.412,0.729664,1,-6.3459e-05,2.47853e-06
5.413,0.729665,1,-6.26808e-05,2.47583e-06
5.414,0.729666,1,-6.19034e-05,2.47311e-06
5.415,0.729667,1,-6.11269e-05,2.47037e-06
5.416,0.729667,1,-6.03512e-05,2.4676e-06
5.417,0.729668,1,-5.95764e-05,2.46482e-06
5.418,0.729669,1,-5.88025e-05,2.46201e-06
5.419,0.72967,1,-5.80295e-05,2.45918e-06
5.42,0.72967,1,-5.72574e-05,2.45632e-06
5.421,0.729671,1,-5.64861e-05,2.45345e-06
5.422,0.729672,1,-5.57158e-05,2.45055e-06
5.423,0.729673,1,-5.49464e-05,2.44763e-06
5.424,0.729673,1,-5.41779e-05,2.44469e-06
5.425,0.729674,1,-5.34104e-05,2.44173e-06
5.426,0.729675,1,-5.26438e-05,2.43875e-06
5.427,0.729676,1,-5.18781e-05,2.43574e-06
5.428,0.729677,1,-5.11133e-05,2.43272e-06
5.429,0.729677,1,-5.03496e-05,2.42967e-06
5.43,0.729678,1,-4.95867e-05,2.4266e-06
5.431,0.729679,1,-4.88249e-05,2.42351e-06
5.432,0.72968,1,-4.8064e-05,2.4204e-06
5.433,0.72968,1,-4.73041e-05,2.41727e-06
5.434,0.729681,1,-4.65452e-05,2.41412e-06
5.435,0.729682,1,-4.57873e-05,2.41095e-06
5.436,0.729683,1,-4.50303e-05,2.40775e-06
5.437,0.729683,1,-4.42744e-05,2.40454e-06
5.438,0.729684,1,-4.35195e-05,2.4013e-06
5.439,0.729685,1,-4.27656e-05,2.39805e-06
5.44,0.729686,1,-4.20128e-05,2.39477e-06
5.441,0.729686,1,-4.1261e-05,2.39147e-06
5.442,0.729687,1,-4.05102e-05,2.38816e-06
5.443,0.729688,1,-3.97604e-05,2.38482e-06
5.444,0.729689,1,-3.90118e-05,2.38146e-06
5.445,0.729689,1,-3.82641e-05,2.37809e-06
5.446,0.72969,1,-3.75176e-05,2.37469e-06
5.447,0.729691,1,-3.67721e-05,2.37127e-06
5.448,0.729692,1,-3.60277e-05,2.36784e-06
5.449,0.729692,1,-3.52843e-05,2.36438e-06
5.45,0.729693,1,-3.45421e-05,2.3609e-06
5.451,0.729694,1,-3.38009e-05,2.35741e-06
5.452,0.729695,1,-3.30609e-05,2.35389e-06
5.453,0.729695,1,-3.23219e-05,2.35036e-06
5.454,0.729696,1,-3.15841e-05,2.34681e-06
5.455,0.729697,1,-3.08474e-05,2.34323e-06
5.456,0.729698,1,-3.01118e-05,2.33964e-06
5.457,0.729698,1,-2.93773e-05,2.33603e-06
5.458,0.729699,1,-2.8644e-05,2.3324e-06
5.459,0.7297,1,-2.79119e-05,2.32875e-06
5.46,0.7297,1,-2.71808e-05,2.32508e-06
5.461,0.729701,1,-2.6451e-05,2.32139e-06
5.462,0.729702,1,-2.57223e-05,2.31769e-06
5.463,0.729703,1,-2.49947e-05,2.31397e-06
5.464,0.729703,1,-2.42684e-05,2.31022e-06
5.465,0.729704,1,-2.35432e-05,2.30646e-06
5.466,0.729705,1,-2.28192e-05,2.30268e-06
5.467,0.729706,1,-2.20964e-05,2.29888e-06
5.468,0.729706,1,-2.13747e-05,2.29507e-06
5.469,0.729707,1,-2.06543e-05,2.29123e-06
5.47,0.729708,1,-1.99351e-05,2.28738e-06
5.471,0.729708,1,-1.92171e-05,2.28351e-06
5.472,0.729709,1,-1.85003e-05,2.27962e-06
5.473,0.72971,1,-1.77848e-05,2.27572e-06
5.474,0.729711,1,-1.70705e-05,2.27179e-06
5.475,0.729711,1,-1.63574e-05,2.26785e-06
5.476,0.729712,1,-1.56455e-05,2.26389e-06
5.477,0.729713,1,-1.49349e-05,2.25992e-06
5.478,0.729713,1,-1.42256e-05,2.25592e-06
5.479,0.729714,1,-1.35175e-05,2.25191e-06
5.48,0.729715,1,-1.28107e-05,2.24788e-06
5.481,0.729716,1,-1.21051e-05,2.24384e-06
5.482,0.729716,1,-1.14008e-05,2.23977e-06
5.483,0.729717,1,-1.06978e-05,2.23569e-06
5.484,0.729718,1,-9.99611e-06,2.2316e-06
5.485,0.729718,1,-9.29568e-06,2.22748e-06
5.486,0.729719,1,-8.59655e-06,2.22335e-06
5.487,0.72972,1,-7.89871e-06,2.2192e-06
5.488,0.72972,1,-7.20218e-06,2.21504e-06
5.489,0.729721,1,-6.50696e-06,2.21086e-06
5.49,0.729722,1,-5.81306e-06,2.20666e-06
5.491,0.729723,1,-5.12048e-06,2.20245e-06
5.492,0.729723,1,-4.42922e-06,2.19822e-06
5.493,0.729724,1,-3.7393e-06,2.19397e-06
5.494,0.729725,1,-3.05071e-06,2.18971e-06
5.495,0.729725,1,-2.36346e-06,2.18543e-06
5.496,0.729726,1,-1.67756e-06,2.18114e-06
5.497,0.729727,1,-9.93011e-07,2.17683e-06
5.498,0.729727,1,-3.09819e-07,2.1725e-06
5.499,0.729728,1,3.72012e-07,2.16816e-06
5.5,0.729729,1,1.05248e-06,2.16381e-06
5.501,0.729729,1,1.73157e-06,2.15943e-06
5.502,0.72973,1,2.40929e-06,2.15504e-06
5.503,0.729731,1,3.08562e-06,2.15064e-06
5.504,0.729731,1,3.76057e-06,2.14622e-06
5.505,0.729732,1,4.43413e-06,2.14179e-06
5.506,0.729733,1,5.1063e-06,2.13734e-06
5.507,0.729733,1,5.77706e-06,2.13287e-06
5.508,0.729734,1,6.44642e-06,2.12839e-06
5.509,0.729735,1,7.11437e-06,2.1239e-06
5.51,0.729735,1,7.7809e-06,2.11939e-06
5.511,0.729736,1,8.44602e-06,2.11486e-06
5.512,0.729737,1,9.10971e-06,2.11033e-06
5.513,0.729737,1,9.77197e-06,2.10577e-06
5.514,0.729738,1,1.04328e-05,2.1012e-06
5.515,0.729739,1,1.10922e-05,2.09662e-06
5.516,0.729739,1,1.17501e-05,2.09202e-06
5.517,0.72974,1,1.24067e-05,2.08741e-06
5.518,0.729741,1,1.30617e-05,2.08279e-06
5.519,0.729741,1,1.37153e-05,2.07815e-06
5.52,0.729742,1,1.43674e-05,2.07349e-06
5.521,0.729743,1,1.50181e-05,2.06883e-06
5.522,0.729743,1,1.56673e-05,2.06414e-06
5.523,0.729744,1,1.63151e-05,2.05945e-06
5.524,0.729745,1,1.69613e-05,2.05474e-06
5.525,0.729745,1,1.76061e-05,2.05002e-06
5.526,0.729746,1,1.82494e-05,2.04528e-06
5.527,0.729747,1,1.88912e-05,2.04053e-06
5.528,0.729747,1,1.95315e-05,2.03577e-06
5.529,0.729748,1,2.01703e-05,2.03099e-06
5.53,0.729748,1,2.08076e-05,2.0262e-06
5.531,0.729749,1,2.14434e-05,2.0214e-06
5.532,0.72975,1,2.20777e-05,2.01658e-06
5.533,0.72975,1,2.27104e-05,2.01175e-06
5.534,0.729751,1,2.33417e-05,2.00691e-06
5.535,0.729752,1,2.39714e-05,2.00205e-06
5.536,0.729752,1,2.45996e-05,1.99719e-06
5.537,0.729753,1,2.52263e-05,1.99231e-06
5.538,0.729754,1,2.58514e-05,1.98741e-06
5.539,0.729754,1,2.6475e-05,1.98251e-06
5.54,0.729755,1,2.70971e-05,1.97759e-06
5.541,0.729755,1,2.77176e-05,1.97266e-06
5.542,0.729756,1,2.83365e-05,1.96771e-06
5.543,0.729757,1,2.89539e-05,1.96276e-06
5.544,0.729757,1,2.95697e-05,1.95779e-06
5.545,0.729758,1,3.0184e-05,1.95281e-06
5.546,0.729758,1,3.07967e-05,1.94782e-06
5.547,0.729759,1,3.14079e-05,1.94282e-06
5.548,0.72976,1,3.20174e-05,1.9378e-06
5.549,0.72976,1,3.26254e-05,1.93278e-06
5.55,0.729761,1,3.32318e-05,1.92774e-06
5.551,0.729761,1,3.38367e-05,1.92269e-06
5.552,0.729762,1,3.44399e-05,1.91763e-06
5.553,0.729763,1,3.50415e-05,1.91255e-06
5.554,0.729763,1,3.56416e-05,1.90747e-06
5.555,0.729764,1,3.624e-05,1.90237e-06
5.556,0.729764,1,3.68369e-05,1.89727e-06
5.557,0.729765,1,3.74321e-05,1.89215e-06
5.558,0.729766,1,3.80258e-05,1.88702e-06
5.559,0.729766,1,3.86178e-05,1.88188e-06
5.56,0.729767,1,3.92082e-05,1.87673e-06
5.561,0.729767,1,3.9797e-05,1.87157e-06
5.562,0.729768,1,4.03841e-05,1.8664e-06
5.563,0.729769,1,4.09697e-05,1.86122e-06
5.564,0.729769,1,4.15536e-05,1.85602e-06
5.565,0.72977,1,4.21358e-05,1.85082e-06
5.566,0.72977,1,4.27165e-05,1.8456e-06
5.567,0.729771,1,4.32955e-05,1.84038e-06
5.568,0.729772,1,4.38728e-05,1.83515e-06
5.569,0.729772,1,4.44485e-05,1.8299e-06
5.57,0.729773,1,4.50226e-05,1.82465e-06
5.571,0.729773,1,4.5595e-05,1.81938e-06
5.572,0.729774,1,4.61657e-05,1.81411e-06
5.573,0.729774,1,4.67348e-05,1.80882e-06
5.574,0.729775,1,4.73022e-05,1.80353e-06
5.575,0.729776,1,4.7868e-05,1.79822e-06
5.576,0.729776,1,4.84321e-05,1.79291e-06
5.577,0.729777,1,4.89945e-05,1.78759e-06
5.578,0.729777,1,4.95553e-05,1.78225e-06
5.579,0.729778,1,5.01143e-05,1.77691e-06
5.58,0.729778,1,5.06717e-05,1.77156e-06
5.581,0.729779,1,5.12274e-05,1.7662e-06
5.582,0.729779,1,5.17815e-05,1.76083e-06
5.583,0.72978,1,5.23338e-05,1.75545e-06
5.584,0.729781,1,5.28844e-05,1.75007e-06
5.585,0.729781,1,5.34334e-05,1.74467e-06
5.586,0.729782,1,5.39807e-05,1.73926e-06
5.587,0.729782,1,5.45262e-05,1.73385e-06
5.588,0.729783,1,5.50701e-05,1.72843e-06
5.589,0.729783,1,5.56122e-05,1.723e-06
5.59,0.729784,1,5.61526e-05,1.71756e-06
5.591,0.729784,1,5.66914e-05,1.71211e-06
5.592,0.729785,1,5.72284e-05,1.70665e-06
5.593,0.729785,1,5.77637e-05,1.70119e-06
5.594,0.729786,1,5.82973e-05,1.69572e-06
5.595,0.729786,1,5.88291e-05,1.69023e-06
5.596,0.729787,1,5.93593e-05,1.68475e-06
5.597,0.729788,1,5.98877e-05,1.67925e-06
5.598,0.729788,1,6.04144e-05,1.67374e-06
5.599,0.729789,1,6.09393e-05,1.66823e-06
5.6,0.729789,1,6.14626e-05,1.66271e-06
5.601,0.72979,1,6.19841e-05,1.65718e-06
5.602,0.72979,1,6.25038e-05,1.65165e-06
5.603,0.729791,1,6.30218e-05,1.6461e-06
5.604,0.729791,1,6.35381e-05,1.64055e-06
5.605,0.729792,1,6.40526e-05,1.635e-06
5.606,0.729792,1,6.45654e-05,1.62943e-06
5.607,0.729793,1,6.50764e-05,1.62386e-06
5.608,0.729793,1,6.55857e-05,1.61828e-06
5.609,0.729794,1,6.60932e-05,1.61269e-06
5.61,0.729794,1,6.6599e-05,1.6071e-06
5.611,0.729795,1,6.7103e-05,1.6015e-06
5.612,0.729795,1,6.76052e-05,1.59589e-06
5.613,0.729796,1,6.81057e-05,1.59028e-06
5.614,0.729796,1,6.86044e-05,1.58466e-06
5.615,0.729797,1,6.91014e-05,1.57903e-06
5.616,0.729797,1,6.95966e-05,1.5734e-06
5.617,0.729798,1,7.009e-05,1.56776e-06
5.618,0.729798,1,7.05816e-05,1.56211e-06
5.619,0.729799,1,7.10715e-05,1.55646e-06
5.62,0.729799,1,7.15596e-05,1.5508e-06
5.621,0.7298,1,7.20459e-05,1.54514e-06
5.622,0.7298,1,7.25304e-05,1.53947e-06
5.623,0.729801,1,7.30132e-05,1.53379e-06
5.624,0.729801,1,7.34941e-05,1.52811e-06
5.625,0.729802,1,7.39733e-05,1.52242e-06
5.626,0.729802,1,7.44507e-05,1.51673e-06
5.627,0.729803,1,7.49263e-05,1.51103e-06
5.628,0.729803,1,7.54001e-05,1.50532e-06
5.629,0.729804,1,7.58721e-05,1.49961e-06
5.63,0.729804,1,7.63423e-05,1.4939e-06
5.631,0.729804,1,7.68107e-05,1.48817e-06
5.632,0.729805,1,7.72774e-05,1.48245e-06
5.633,0.729805,1,7.77422e-05,1.47672e-06
5.634,0.729806,1,7.82052e-05,1.47098e-06
5.635,0.729806,1,7.86664e-05,1.46524e-06
5.636,0.729807,1,7.91258e-05,1.45949e-06
5.637,0.729807,1,7.95835e-05,1.45374e-06
5.638,0.729808,1,8.00393e-05,1.44798e-06
5.639,0.729808,1,8.04933e-05,1.44222e-06
5.64,0.729809,1,8.09454e-05,1.43645e-06
5.641,0.729809,1,8.13958e-05,1.43068e-06
5.642,0.729809,1,8.18444e-05,1.42491e-06
5.643,0.72981,1,8.22911e-05,1.41913e-06
5.644,0.72981,1,8.2736e-05,1.41334e-06
5.645,0.729811,1,8.31791e-05,1.40755e-06
5.646,0.729811,1,8.36204e-05,1.40176e-06
5.647,0.729812,1,8.40599e-05,1.39596e-06
5.648,0.729812,1,8.44975e-05,1.39016e-06
5.649,0.729813,1,8.49333e-05,1.38436e-06
5.65,0.729813,1,8.53673e-05,1.37855e-06
5.651,0.729813,1,8.57995e-05,1.37274e-06
5.652,0.729814,1,8.62299e-05,1.36692e-06
5.653,0.729814,1,8.66584e-05,1.3611e-06
5.654,0.729815,1,8.70851e-05,1.35528e-06
5.655,0.729815,1,8.75099e-05,1.34945e-06
5.656,0.729816,1,8.79329e-05,1.34362e-06
5.657,0.729816,1,8.83541e-05,1.33778e-06
5.658,0.729816,1,8.87735e-05,1.33194e-06
5.659,0.729817,1,8.9191e-05,1.3261e-06
5.66,0.729817,1,8.96067e-05,1.32026e-06
5.661,0.729818,1,9.00206e-05,1.31441e-06
5.662,0.729818,1,9.04326e-05,1.30856e-06
5.663,0.729818,1,9.08428e-05,1.30271e-06
5.664,0.729819,1,9.12511e-05,1.29685e-06
5.665,0.729819,1,9.16576e-05,1.29099e-06
5.666,0.72982,1,9.20622e-05,1.28513e-06
5.667,0.72982,1,9.24651e-05,1.27926e-06
5.668,0.729821,1,9.2866e-05,1.2734e-06
5.669,0.729821,1,9.32652e-05,1.26753e-06
5.67,0.729821,1,9.36624e-05,1.26165e-06
5.671,0.729822,1,9.40579e-05,1.25578e-06
5.672,0.729822,1,9.44515e-05,1.2499e-06
5.673,0.729822,1,9.48432e-05,1.24402e-06
5.674,0.729823,1,9.52331e-05,1.23814e-06
5.675,0.729823,1,9.56212e-05,1.23225e-06
5.676,0.729824,1,9.60074e-05,1.22637e-06
5.677,0.729824,1,9.63917e-05,1.22048e-06
5.678,0.729824,1,9.67742e-05,1.21459e-06
5.679,0.729825,1,9.71549e-05,1.2087e-06
5.68,0.729825,1,9.75337e-05,1.2028e-06
5.681,0.729826,1,9.79106e-05,1.19691e-06
5.682,0.729826,1,9.82857e-05,1.19101e-06
5.683,0.729826,1,9.86589e-05,1.18511e-06
5.684,0.729827,1,9.90303e-05,1.17921e-06
5.685,0.729827,1,9.93999e-05,1.17331e-06
5.686,0.729827,1,9.97675e-05,1.16741e-06
5.687,0.729828,1,0.000100133,1.1615e-06
5.688,0.729828,1,0.000100497,1.1556e-06
5.689,0.729829,1,0.000100859,1.14969e-06
5.69,0.729829,1,0.00010122,1.14378e-06
5.691,0.729829,1,0.000101578,1.13787e-06
5.692,0.72983,1,0.000101935,1.13196e-06
5.693,0.72983,1,0.000102289,1.12605e-06
5.694,0.72983,1,0.000102642,1.12014e-06
5.695,0.729831,1,0.000102993,1.11423e-06
5.696,0.729831,1,0.000103342,1.10831e-06
5.697,0.729831,1,0.00010369,1.1024e-06
5.698,0.729832,1,0.000104035,1.09649e-06
5.699,0.729832,1,0.000104378,1.09057e-06
5.7,0.729832,1,0.00010472,1.08466e-06
5.701,0.729833,1,0.00010506,1.07874e-06
